id,text,date,likes,retweets,replies,city,category,source,clean_text,sarcasm,text_length,word_count,has_sarcasm,month,engagement_score,sentiment,sentiment_method,topic_id,topic_name
anon_neg_0171,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #PPKS #KampusAman,2022-02-04,27,5,1,Jakarta,negative_sanction,synthetic,kemendikbud harus audit semua satgas ppks kampus berfungsi baik ppks kampusaman,0,79,11,False,2022-02,38,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0242,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor #StopKekerasanSeksual,2024-01-16,3,2,1,Semarang,negative_sanction,synthetic,dosen predator kampus perguruan tinggi negeri aktif mengajar padahal korban lapor stopkekerasanseksual,0,102,12,False,2024-01,8,NETRAL,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neg_0218,"mahasiswi yg lapor malah disuruh damai aja sama rektorat, parah banget sistemnya #MahasiswaAman #PPKS",2023-08-15,4,2,0,Bandung,negative_fear,synthetic,mahasiswi lapor disuruh damai sama rektorat banget sistemnya mahasiswaaman ppks,0,79,10,False,2023-08,8,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_pos_0047,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang #Permendikbud #PPKS",2023-01-11,36,8,1,Bandung,positive_support,synthetic,gerakan kampus aman mulai berdampak mahasiswi berani speak up sekarang permendikbud ppks,0,88,12,False,2023-01,53,POSITIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neg_0156,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #StopKekerasanSeksual,2022-05-06,35,2,1,Malang,negative_sanction,synthetic,kemendikbud harus audit semua satgas ppks kampus berfungsi baik stopkekerasanseksual,0,84,10,False,2022-05,40,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0024,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual #StopKekerasanSeksual,2024-03-29,5,2,2,Makassar,positive_support,synthetic,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual stopkekerasanseksual,0,101,12,False,2024-03,11,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0088,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #MahasiswaAman #PPKS,2022-04-06,2,1,3,Surabaya,negative_fear,synthetic,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama mahasiswaaman ppks,0,97,13,False,2022-04,7,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0063,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya,2022-12-14,3,10,4,Denpasar,negative_fear,synthetic,sistem perlindungan korban kampus cuma lip service doang actionnya,0,66,9,False,2022-12,27,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_pos_0086,gerakan solidaritas untuk korban kekerasan seksual kampus terus berkembang #StopKekerasanSeksual,2022-02-15,3,4,1,Bandung,positive_support,synthetic,gerakan solidaritas korban kekerasan seksual kampus terus berkembang stopkekerasanseksual,0,89,9,False,2022-02,12,POSITIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0176,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #StopKekerasanSeksual",2023-09-20,47,6,3,Denpasar,negative_blaming,synthetic,pelaku mendapat simpati sementara korban dikucilkan realita kampus stopkekerasanseksual,0,87,9,False,2023-09,62,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0071,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #Permendikbud #PPKS",2022-12-04,4,1,1,Jakarta,negative_sanction,synthetic,ppks hanya regulasi atas kertas eksekusinya sama sekali permendikbud ppks,0,73,10,False,2022-12,7,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0256,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan #StopKekerasanSeksual,2022-08-13,4,0,1,Surabaya,negative_fear,synthetic,mahasiswi takut melapor kekerasan seksual kampus takut dikeluarkan stopkekerasanseksual,0,87,9,False,2022-08,5,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0095,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #StopKekerasanSeksual",2024-03-22,7,1,0,Denpasar,negative_blaming,synthetic,lingkungan kampus normalize pelecehan seksual dianggap bercandaan biasa stopkekerasanseksual,0,92,9,False,2024-03,9,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0104,"tidak ada empati untuk korban, justru penghakiman yang mereka terima #PPKS #KampusAman",2023-12-19,3,3,3,Makassar,negative_blaming,synthetic,empati korban penghakiman terima ppks kampusaman,0,48,6,False,2023-12,12,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0014,"tidak ada empati untuk korban, justru penghakiman yang mereka terima #Permendikbud #PPKS",2022-02-02,5,1,0,Yogyakarta,negative_blaming,synthetic,empati korban penghakiman terima permendikbud ppks,0,50,6,False,2022-02,7,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0168,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #PPKS #KampusAman,2023-06-22,4,14,1,Jakarta,negative_fear,synthetic,sistem perlindungan korban kampus cuma lip service doang actionnya ppks kampusaman,0,82,11,False,2023-06,33,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neu_0027,perlu ada hotline nasional khusus korban kekerasan seksual di perguruan tinggi #MahasiswaAman #PPKS,2023-12-19,75,1,0,Semarang,neutral_policy,synthetic,perlu hotline nasional khusus korban kekerasan seksual perguruan tinggi mahasiswaaman ppks,0,90,11,False,2023-12,77,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0248,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #StopKekerasanSeksual,2024-02-25,7,3,6,Jakarta,negative_sanction,synthetic,rektorat kampus takut heboh medsos daripada ngasih sanksi tegas pelaku stopkekerasanseksual,0,91,11,False,2024-02,19,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0083,komunitas kampus aman sangat membantu korban yg tidak tau harus kemana melapor #Permendikbud #PPKS,2024-04-07,2,5,1,Jakarta,positive_support,synthetic,komunitas kampus aman sangat membantu korban tau harus kemana melapor permendikbud ppks,0,87,12,False,2024-04,13,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0095,diskusi panel tentang reformasi ppks di perguruan tinggi indonesia perlu dilanjutkan,2024-03-05,85,2,7,Bogor,neutral_policy,synthetic,diskusi panel tentang reformasi ppks perguruan tinggi indonesia perlu dilanjutkan,0,81,10,False,2024-03,96,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_pos_0076,"satgas ppks kampus gw aktif dan responsif, korban dibantu dengan baik puji syukur #StopKekerasanSeksual",2024-02-10,6,5,0,Jakarta,positive_support,synthetic,satgas ppks kampus saya aktif responsif korban dibantu baik puji syukur stopkekerasanseksual,0,92,12,False,2024-02,16,POSITIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0086,trauma lapor kkerasan seksual ke kampus tapi malah dipermasalahkan balik #StopKekerasanSeksual,2024-03-11,15,5,2,Jakarta,negative_fear,synthetic,trauma lapor kekerasan seksual kampus dipermasalahkan balik stopkekerasanseksual,0,80,8,False,2024-03,27,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0152,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor #Permendikbud #PPKS,2023-06-07,5,7,5,Malang,negative_sanction,synthetic,dosen predator kampus perguruan tinggi negeri aktif mengajar padahal korban lapor permendikbud ppks,0,99,13,False,2023-06,24,NETRAL,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neg_0184,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa #StopKekerasanSeksual,2022-07-03,3,7,1,Surabaya,negative_fear,synthetic,korban bungkam kampus lindungi nama baik institusi daripada mahasiswa stopkekerasanseksual,0,90,10,False,2022-07,18,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neu_0088,implementasi ppks harus jadi syarat akreditasi perguruan tinggi oleh ban pt #MahasiswaAman #PPKS,2022-06-08,0,3,4,Bandung,neutral_policy,synthetic,implementasi ppks harus syarat akreditasi perguruan tinggi oleh ban pt mahasiswaaman ppks,0,89,12,False,2022-06,10,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0254,"transparansi dalam proses hukum PPKS sangat buruk, korban tidak tahu perkembangan #PPKS #KampusAman",2023-02-23,3,3,1,Jakarta,negative_sanction,synthetic,transparansi dalam proses hukum ppks sangat buruk korban tahu perkembangan ppks kampusaman,0,90,12,False,2023-02,10,NEGATIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neg_0014,"transparansi dalam proses hukum PPKS sangat buruk, korban tidak tahu perkembangan",2023-07-15,9,7,5,Jakarta,negative_sanction,synthetic,transparansi dalam proses hukum ppks sangat buruk korban tahu perkembangan,0,74,10,False,2023-07,28,NEGATIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neg_0145,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #Permendikbud #PPKS,2023-02-20,1,3,6,Surabaya,negative_sanction,synthetic,pelaku pelecehan seksual kampus lolos terus mekanisme sanksi permendikbud ppks,0,78,10,False,2023-02,13,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0173,senior cowok di jurusan gw justify pelecehan seksual dengan bercanda doang kok #Permendikbud #PPKS,2021-11-15,7,0,4,Jakarta,negative_blaming,synthetic,senior cowok jurusan saya justify pelecehan seksual bercanda doang permendikbud ppks,0,84,11,False,2021-11,11,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0260,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban",2022-10-06,9,0,1,Jakarta,negative_fear,synthetic,satgas ppks kampus saya cuma formalitas beneran bantu korban,0,60,9,False,2022-10,10,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0237,tidak ada safe space sama sekali buat korban pelecehan seksual di kampus ini #MahasiswaAman #PPKS,2024-06-05,2,4,3,Yogyakarta,negative_fear,synthetic,safe space sama sekali buat korban pelecehan seksual kampus mahasiswaaman ppks,0,78,11,False,2024-06,13,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0019,"atmosfer kampus gw super toxic, korban yg lapor malah dianggap tukang bikin masalah #MahasiswaAman #PPKS",2022-10-04,3,7,1,Yogyakarta,negative_blaming,synthetic,atmosfer kampus saya super toxic korban lapor dianggap tukang bikin masalah mahasiswaaman ppks,0,94,13,False,2022-10,18,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0043,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius #MahasiswaAman #PPKS,2023-10-28,3,0,0,Malang,negative_blaming,synthetic,normalisasi pelecehan seksual lingkungan kampus masalah budaya serius mahasiswaaman ppks,0,88,10,False,2023-10,3,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0165,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #MahasiswaAman #PPKS,2023-11-08,27,3,3,Yogyakarta,negative_sanction,synthetic,lapor satgas ppks pelaku dosen ngajar biasa sanksi mahasiswaaman ppks,0,69,10,False,2023-11,36,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0127,"semangat buat semua korban yg berani speak up, kalian tidak sendirian #StopKekerasanSeksual",2023-01-15,7,1,0,Surabaya,positive_support,synthetic,semangat buat semua korban berani speak up kalian sendirian stopkekerasanseksual,0,80,10,False,2023-01,9,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0060,"akhirnya ada teman yg berani share pengalaman kkerasan seksual di kampus, salut #PPKS #KampusAman",2024-03-23,1,3,9,Denpasar,positive_support,synthetic,akhirnya teman berani share pengalaman kekerasan seksual kampus salut ppks kampusaman,0,85,11,False,2024-03,16,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0109,"ppks seharusnya jadi standar minimum setiap kampus, dukungan penuh untuk regulasi",2022-06-09,230,3,1,Bandung,positive_support,synthetic,ppks seharusnya standar minimum setiap kampus dukungan penuh regulasi,0,69,9,False,2022-06,237,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0105,diskusi panel tentang reformasi ppks di perguruan tinggi indonesia perlu dilanjutkan #Permendikbud #PPKS,2022-11-09,4,13,2,Makassar,neutral_policy,synthetic,diskusi panel tentang reformasi ppks perguruan tinggi indonesia perlu dilanjutkan permendikbud ppks,0,99,12,False,2022-11,32,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0055,gimana mau lapor kalau dosen yg lakokin adalah orang paling berkuasa di jurusan #StopKekerasanSeksual,2022-06-06,14,1,6,Bandung,negative_fear,synthetic,gimana mau lapor dosen lakokin orang paling berkuasa jurusan stopkekerasanseksual,0,81,10,False,2022-06,22,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0120,korban takut lapor ke satgas ppks karena ancaman dari pelaku yg dosen #PPKS #KampusAman,2023-10-26,78,2,1,Medan,negative_fear,synthetic,korban takut lapor satgas ppks ancaman pelaku dosen ppks kampusaman,0,67,10,False,2023-10,83,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0215,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban #Permendikbud #PPKS",2024-02-28,21,5,2,Semarang,negative_fear,synthetic,satgas ppks kampus saya cuma formalitas beneran bantu korban permendikbud ppks,0,78,11,False,2024-02,33,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0072,tidak ada safe space sama sekali buat korban pelecehan seksual di kampus ini #Permendikbud #PPKS,2023-07-04,41,0,5,Surabaya,negative_fear,synthetic,safe space sama sekali buat korban pelecehan seksual kampus permendikbud ppks,0,77,11,False,2023-07,46,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0181,"teman2 di kampus justru membela pelaku pelecehan seksual, korban dikucilkan #PPKS #KampusAman",2023-07-28,2,3,4,Jakarta,negative_blaming,synthetic,teman2 kampus membela pelaku pelecehan seksual korban dikucilkan ppks kampusaman,0,80,10,False,2023-07,12,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0001,"sanksi PPKS tidak transparan sama sekali, tidak ada kejelasan hukuman untuk pelaku #StopKekerasanSeksual",2023-09-14,11,0,1,Jakarta,negative_sanction,synthetic,sanksi ppks transparan sama sekali kejelasan hukuman pelaku stopkekerasanseksual,0,80,9,False,2023-09,12,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neu_0003,perlu regulasi yang lebih spesifik soal mekanisme sanksi dalam kasus ppks #Permendikbud #PPKS,2023-10-28,6,4,1,Jakarta,neutral_policy,synthetic,perlu regulasi spesifik soal mekanisme sanksi dalam kasus ppks permendikbud ppks,0,80,11,False,2023-10,15,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neu_0024,riset menunjukkan 1 dari 3 mahasiswi pernah alami pelecehan seksual di kampus #PPKS #KampusAman,2022-03-30,2,1,7,Bandung,neutral_policy,synthetic,riset menunjukkan mahasiswi pernah alami pelecehan seksual kampus ppks kampusaman,0,81,10,False,2022-03,11,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0070,berkat PPKS akhirnya ada mekanisme formal yg bisa melindungi mahasiswi #StopKekerasanSeksual,2022-11-19,53,7,1,Makassar,positive_support,synthetic,berkat ppks akhirnya mekanisme formal melindungi mahasiswi stopkekerasanseksual,0,79,8,False,2022-11,68,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0103,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius #PPKS #KampusAman,2023-01-19,2,14,1,Surabaya,negative_blaming,synthetic,normalisasi pelecehan seksual lingkungan kampus masalah budaya serius ppks kampusaman,0,85,10,False,2023-01,31,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0158,"mahasiswi yg lapor malah disuruh damai aja sama rektorat, parah banget sistemnya #Permendikbud #PPKS",2022-07-30,12,17,1,Jakarta,negative_fear,synthetic,mahasiswi lapor disuruh damai sama rektorat banget sistemnya permendikbud ppks,0,78,10,False,2022-07,47,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neu_0087,perlu ada hotline nasional khusus korban kekerasan seksual di perguruan tinggi #StopKekerasanSeksual,2022-09-13,26,0,1,Malang,neutral_policy,synthetic,perlu hotline nasional khusus korban kekerasan seksual perguruan tinggi stopkekerasanseksual,0,92,10,False,2022-09,27,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0149,"transparansi dalam proses hukum PPKS sangat buruk, korban tidak tahu perkembangan #MahasiswaAman #PPKS",2024-02-29,12,1,2,Medan,negative_sanction,synthetic,transparansi dalam proses hukum ppks sangat buruk korban tahu perkembangan mahasiswaaman ppks,0,93,12,False,2024-02,16,NEGATIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neu_0051,kemendikbud harus evaluasi implementasi ppks di seluruh perguruan tinggi indonesia #MahasiswaAman #PPKS,2022-09-26,15,2,4,Yogyakarta,neutral_policy,synthetic,kemendikbud harus evaluasi implementasi ppks seluruh perguruan tinggi indonesia mahasiswaaman ppks,0,98,11,False,2022-09,23,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0144,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual #MahasiswaAman #PPKS,2023-03-28,6,0,7,Bandung,positive_support,synthetic,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual mahasiswaaman ppks,0,99,13,False,2023-03,13,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0055,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar,2022-03-29,6,5,0,Jakarta,negative_blaming,synthetic,komunitas kampus menganggap korban pelecehan sebagai pembuat onar,0,65,8,False,2022-03,16,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_pos_0027,satgas ppks yang kompeten sangat dibutuhkan dan beberapa kampus sudah menunjukkan #MahasiswaAman #PPKS,2022-02-21,23,7,5,Surabaya,positive_support,synthetic,satgas ppks kompeten sangat dibutuhkan beberapa kampus menunjukkan mahasiswaaman ppks,0,85,10,False,2022-02,42,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0110,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #PPKS #KampusAman",2022-08-28,3,15,10,Makassar,negative_blaming,synthetic,lingkungan kampus normalize pelecehan seksual dianggap bercandaan biasa ppks kampusaman,0,87,10,False,2022-08,43,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_pos_0125,teman2 di bem kampus gw gencar sosialisasi ppks dan konseling gratis utk korban #MahasiswaAman #PPKS,2023-12-14,2,15,3,Malang,positive_support,synthetic,teman2 badan eksekutif mahasiswa kampus saya gencar sosialisasi ppks konseling gratis korban mahasiswaaman ppks,0,111,14,False,2023-12,35,NETRAL,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neg_0149,"tidak ada empati untuk korban, justru penghakiman yang mereka terima #StopKekerasanSeksual",2023-09-26,4,3,2,Malang,negative_blaming,synthetic,empati korban penghakiman terima stopkekerasanseksual,0,53,5,False,2023-09,12,NETRAL,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0034,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #Permendikbud #PPKS",2022-07-08,3,3,0,Denpasar,negative_sanction,synthetic,bulan lapor kasusnya diproses katanya pelaku bebas ngajar permendikbud ppks,0,75,10,False,2022-07,9,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0030,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #PPKS #KampusAman,2023-02-10,0,2,1,Semarang,negative_sanction,synthetic,lapor satgas ppks pelaku dosen ngajar biasa sanksi ppks kampusaman,0,66,10,False,2023-02,5,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0199,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #PPKS #KampusAman",2023-05-21,7,3,4,Medan,negative_sanction,synthetic,bulan lapor kasusnya diproses katanya pelaku bebas ngajar ppks kampusaman,0,73,10,False,2023-05,17,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neu_0099,anggaran satgas ppks di banyak kampus masih sangat minim perlu ditingkatkan,2022-11-21,4,0,1,Jakarta,neutral_policy,synthetic,anggaran satgas ppks kampus sangat minim perlu ditingkatkan,0,59,8,False,2022-11,5,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0206,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #StopKekerasanSeksual",2022-05-08,10,3,1,Bandung,negative_sanction,synthetic,ppks hanya regulasi atas kertas eksekusinya sama sekali stopkekerasanseksual,0,76,9,False,2022-05,17,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0254,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah #PPKS #KampusAman",2023-09-07,3,16,2,Jakarta,negative_fear,synthetic,rasa takut nyata lapor bikin situasi korban makin susah ppks kampusaman,0,71,11,False,2023-09,37,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0259,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa,2022-12-15,1,4,9,Jakarta,negative_fear,synthetic,korban bungkam kampus lindungi nama baik institusi daripada mahasiswa,0,69,9,False,2022-12,18,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_pos_0062,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang #MahasiswaAman #PPKS",2023-01-15,9,5,0,Malang,positive_support,synthetic,gerakan kampus aman mulai berdampak mahasiswi berani speak up sekarang mahasiswaaman ppks,0,89,12,False,2023-01,19,POSITIF,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_neg_0137,media sosial kampus penuh victim blaming saat ada kasus kekerasan seksual muncul,2022-11-03,11,0,1,Semarang,negative_blaming,synthetic,media sosial kampus penuh victim blaming saat kasus kekerasan seksual muncul,0,76,11,False,2022-11,12,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0214,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar",2024-06-29,14,2,1,Jakarta,negative_sanction,synthetic,bulan lapor kasusnya diproses katanya pelaku bebas ngajar,0,57,8,False,2024-06,19,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0130,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #StopKekerasanSeksual,2023-08-17,0,2,2,Yogyakarta,negative_blaming,synthetic,komunitas kampus menganggap korban pelecehan sebagai pembuat onar stopkekerasanseksual,0,86,9,False,2023-08,6,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0097,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi #Permendikbud #PPKS",2022-10-02,50,6,4,Surabaya,negative_sanction,synthetic,regulasi ppks punya gigi hukum kuat pelaku gampang lolos sanksi permendikbud ppks,0,81,12,False,2022-10,66,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_pos_0105,"akhirnya ada teman yg berani share pengalaman kkerasan seksual di kampus, salut #MahasiswaAman #PPKS",2023-06-03,7,1,2,Jakarta,positive_support,synthetic,akhirnya teman berani share pengalaman kekerasan seksual kampus salut mahasiswaaman ppks,0,88,11,False,2023-06,11,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0137,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #PPKS #KampusAman,2023-09-21,14,3,0,Jakarta,negative_fear,synthetic,siapa berani lapor pelecehan seksual pelakunya dosen pembimbing skripsi ppks kampusaman,0,87,11,False,2023-09,20,POSITIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0075,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #Permendikbud #PPKS,2021-11-07,5,9,1,Malang,negative_sanction,synthetic,lapor satgas ppks pelaku dosen ngajar biasa sanksi permendikbud ppks,0,68,10,False,2021-11,24,NETRAL,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0085,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #StopKekerasanSeksual,2023-09-16,3,2,2,Jakarta,negative_sanction,synthetic,pelaku pelecehan seksual kampus lolos terus mekanisme sanksi stopkekerasanseksual,0,81,9,False,2023-09,9,NEGATIF,rule_based,4,Reformasi Kebijakan & Regulasi
anon_neu_0052,satgas ppks perlu diperkuat dengan anggaran dan sdm yang memadai dari pusat,2023-03-03,33,8,1,Medan,neutral_policy,synthetic,satgas ppks perlu diperkuat anggaran sdm memadai pusat,0,54,8,False,2023-03,50,NETRAL,rule_based,1,Transparansi Sanksi & Akuntabilitas
anon_pos_0009,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual #Permendikbud #PPKS,2022-08-10,16,1,3,Bandung,positive_support,synthetic,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual permendikbud ppks,0,98,13,False,2022-08,21,POSITIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_pos_0089,kesadaran tentang consent dan PPKS semakin meningkat di kalangan mahasiswa baru #Permendikbud #PPKS,2022-06-18,15,4,1,Medan,positive_support,synthetic,kesadaran tentang consent ppks semakin meningkat kalangan mahasiswa baru permendikbud ppks,0,90,11,False,2022-06,24,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0116,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #MahasiswaAman #PPKS",2022-01-20,14,7,1,Bandung,negative_blaming,synthetic,pelaku mendapat simpati sementara korban dikucilkan realita kampus mahasiswaaman ppks,0,85,10,False,2022-01,29,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
anon_neg_0213,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #Permendikbud #PPKS,2022-07-16,2,4,0,Semarang,negative_fear,synthetic,sistem perlindungan korban kampus cuma lip service doang actionnya permendikbud ppks,0,84,11,False,2022-07,10,NETRAL,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0208,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama,2022-04-09,12,3,2,Makassar,negative_fear,synthetic,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama,0,78,11,False,2022-04,20,NEGATIF,rule_based,2,Victim Blaming & Budaya Toxic
anon_neg_0029,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah",2024-04-25,11,1,6,Denpasar,negative_fear,synthetic,rasa takut nyata lapor bikin situasi korban makin susah,0,55,9,False,2024-04,19,NEGATIF,rule_based,3,Dukungan Solidaritas & Gerakan
anon_neg_0056,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #Permendikbud #PPKS",2022-05-15,2,0,3,Malang,negative_blaming,synthetic,pelaku mendapat simpati sementara korban dikucilkan realita kampus permendikbud ppks,0,84,10,False,2022-05,5,NEGATIF,rule_based,0,Ketakutan Melapor & Intimidasi
