id,text,date,likes,retweets,replies,city,category,source
anon_pos_0125,teman2 di bem kampus gw gencar sosialisasi ppks dan konseling gratis utk korban #MahasiswaAman #PPKS,2023-12-14,2,15,3,Malang,positive_support,synthetic
anon_neg_0128,senior cowok di jurusan gw justify pelecehan seksual dengan bercanda doang kok #PPKS #KampusAman,2023-01-27,25,21,0,Yogyakarta,negative_blaming,synthetic
anon_neg_0018,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar #Permendikbud #PPKS,2024-01-22,5,7,5,Semarang,negative_sanction,synthetic
anon_neg_0149,"tidak ada empati untuk korban, justru penghakiman yang mereka terima #StopKekerasanSeksual",2023-09-26,4,3,2,Malang,negative_blaming,synthetic
anon_neg_0034,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #Permendikbud #PPKS",2022-07-08,3,3,0,Denpasar,negative_sanction,synthetic
anon_neg_0030,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #PPKS #KampusAman,2023-02-10,0,2,1,Semarang,negative_sanction,synthetic
anon_neg_0081,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #MahasiswaAman #PPKS,2023-03-15,5,8,0,Yogyakarta,negative_sanction,synthetic
anon_neg_0199,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #PPKS #KampusAman",2023-05-21,7,3,4,Medan,negative_sanction,synthetic
anon_neg_0110,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban #MahasiswaAman #PPKS",2023-11-01,87,15,1,Jakarta,negative_fear,synthetic
anon_neu_0099,anggaran satgas ppks di banyak kampus masih sangat minim perlu ditingkatkan,2022-11-21,4,0,1,Jakarta,neutral_policy,synthetic
anon_neg_0206,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #StopKekerasanSeksual",2022-05-08,10,3,1,Bandung,negative_sanction,synthetic
anon_neg_0083,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #Permendikbud #PPKS,2023-03-13,3,3,4,Surabaya,negative_sanction,synthetic
anon_neg_0254,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah #PPKS #KampusAman",2023-09-07,3,16,2,Jakarta,negative_fear,synthetic
anon_neg_0259,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa,2022-12-15,1,4,9,Jakarta,negative_fear,synthetic
anon_pos_0062,"gerakan kampus aman mulai berdampak, banyak mahasiswi berani speak up sekarang #MahasiswaAman #PPKS",2023-01-15,9,5,0,Malang,positive_support,synthetic
anon_neg_0137,media sosial kampus penuh victim blaming saat ada kasus kekerasan seksual muncul,2022-11-03,11,0,1,Semarang,negative_blaming,synthetic
anon_neg_0214,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar",2024-06-29,14,2,1,Jakarta,negative_sanction,synthetic
anon_neg_0130,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #StopKekerasanSeksual,2023-08-17,0,2,2,Yogyakarta,negative_blaming,synthetic
anon_neg_0097,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi #Permendikbud #PPKS",2022-10-02,50,6,4,Surabaya,negative_sanction,synthetic
anon_neg_0246,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #MahasiswaAman #PPKS,2023-08-26,2,1,4,Bandung,negative_sanction,synthetic
anon_pos_0105,"akhirnya ada teman yg berani share pengalaman kkerasan seksual di kampus, salut #MahasiswaAman #PPKS",2023-06-03,7,1,2,Jakarta,positive_support,synthetic
anon_neg_0137,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #PPKS #KampusAman,2023-09-21,14,3,0,Jakarta,negative_fear,synthetic
anon_neg_0075,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #Permendikbud #PPKS,2021-11-07,5,9,1,Malang,negative_sanction,synthetic
anon_neg_0085,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #StopKekerasanSeksual,2023-09-16,3,2,2,Jakarta,negative_sanction,synthetic
anon_neu_0052,satgas ppks perlu diperkuat dengan anggaran dan sdm yang memadai dari pusat,2023-03-03,33,8,1,Medan,neutral_policy,synthetic
anon_pos_0009,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual #Permendikbud #PPKS,2022-08-10,16,1,3,Bandung,positive_support,synthetic
anon_neu_0058,implementasi ppks harus jadi syarat akreditasi perguruan tinggi oleh ban pt #MahasiswaAman #PPKS,2021-12-11,2,2,5,Yogyakarta,neutral_policy,synthetic
anon_pos_0089,kesadaran tentang consent dan PPKS semakin meningkat di kalangan mahasiswa baru #Permendikbud #PPKS,2022-06-18,15,4,1,Medan,positive_support,synthetic
anon_neg_0116,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #MahasiswaAman #PPKS",2022-01-20,14,7,1,Bandung,negative_blaming,synthetic
anon_neg_0199,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa #Permendikbud #PPKS,2024-03-03,17,4,0,Jakarta,negative_fear,synthetic
anon_neg_0213,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #Permendikbud #PPKS,2022-07-16,2,4,0,Semarang,negative_fear,synthetic
anon_neg_0128,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku,2024-02-03,44,2,2,Jakarta,negative_sanction,synthetic
anon_neg_0052,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi #Permendikbud #PPKS",2023-02-04,14,1,2,Jakarta,negative_sanction,synthetic
anon_neg_0208,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama,2022-04-09,12,3,2,Makassar,negative_fear,synthetic
anon_neg_0073,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius #MahasiswaAman #PPKS,2023-10-16,7,16,2,Medan,negative_blaming,synthetic
anon_neg_0078,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #StopKekerasanSeksual,2023-12-28,21,3,4,Bandung,negative_fear,synthetic
anon_neg_0029,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah",2024-04-25,11,1,6,Denpasar,negative_fear,synthetic
anon_neg_0255,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #StopKekerasanSeksual,2023-10-18,28,1,2,Bandung,negative_sanction,synthetic
anon_neg_0155,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #MahasiswaAman #PPKS",2022-02-01,25,6,0,Bandung,negative_blaming,synthetic
anon_neg_0017,media sosial kampus penuh victim blaming saat ada kasus kekerasan seksual muncul #StopKekerasanSeksual,2023-09-18,28,3,7,Denpasar,negative_blaming,synthetic
anon_pos_0096,kampus gw akhirnya pecat dosen predator setelah mahasiswi berani lapor bareng,2023-12-26,17,0,1,Makassar,positive_support,synthetic
anon_neg_0056,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #Permendikbud #PPKS",2022-05-15,2,0,3,Malang,negative_blaming,synthetic
anon_neg_0165,korban takut lapor ke satgas ppks karena ancaman dari pelaku yg dosen,2023-11-24,6,34,3,Bandung,negative_fear,synthetic
anon_neu_0028,implementasi ppks harus jadi syarat akreditasi perguruan tinggi oleh ban pt #PPKS #KampusAman,2022-05-01,7,2,1,Bandung,neutral_policy,synthetic
anon_neg_0215,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #StopKekerasanSeksual",2022-01-27,6,0,1,Jakarta,negative_sanction,synthetic
anon_pos_0084,progres bagus saat kampus mau transparan soal penanganan kasus pelecehan seksual #PPKS #KampusAman,2022-08-22,0,1,0,Yogyakarta,positive_support,synthetic
anon_neg_0065,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban #MahasiswaAman #PPKS",2023-04-06,20,1,8,Jakarta,negative_fear,synthetic
anon_neg_0141,takut lapor kkerasan seksual krn pasti di victim blaming sama pihak kampus #PPKS #KampusAman,2022-07-13,3,8,4,Surabaya,negative_fear,synthetic
anon_neu_0035,diskusi panel tentang reformasi ppks di perguruan tinggi indonesia perlu dilanjutkan #Permendikbud #PPKS,2022-01-09,88,8,0,Yogyakarta,neutral_policy,synthetic
anon_pos_0087,satgas ppks yang kompeten sangat dibutuhkan dan beberapa kampus sudah menunjukkan,2023-04-04,3,14,1,Jakarta,positive_support,synthetic
anon_neg_0115,komunitas kampus masih menganggap korban pelecehan sebagai pembuat onar #MahasiswaAman #PPKS,2022-04-24,5,4,0,Medan,negative_blaming,synthetic
anon_neg_0051,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #MahasiswaAman #PPKS,2023-12-02,12,2,1,Denpasar,negative_sanction,synthetic
anon_neg_0124,"atmosfer kampus gw super toxic, korban yg lapor malah dianggap tukang bikin masalah #PPKS #KampusAman",2024-05-09,4,2,4,Yogyakarta,negative_blaming,synthetic
anon_neg_0249,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #Permendikbud #PPKS,2022-06-16,2,6,1,Jakarta,negative_fear,synthetic
anon_neu_0017,perlu ada hotline nasional khusus korban kekerasan seksual di perguruan tinggi #StopKekerasanSeksual,2024-01-07,86,2,2,Yogyakarta,neutral_policy,synthetic
anon_neg_0168,"dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri, gila ga sih #PPKS #KampusAman",2022-03-25,8,2,1,Malang,negative_blaming,synthetic
anon_neg_0025,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #StopKekerasanSeksual,2022-06-19,5,1,2,Bandung,negative_sanction,synthetic
anon_neg_0194,"tidak ada empati untuk korban, justru penghakiman yang mereka terima #StopKekerasanSeksual",2023-09-18,6,1,4,Jakarta,negative_blaming,synthetic
anon_neu_0085,diskusi panel tentang reformasi ppks di perguruan tinggi indonesia perlu dilanjutkan #Permendikbud #PPKS,2023-04-05,6,0,8,Bandung,neutral_policy,synthetic
anon_neg_0049,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa #PPKS #KampusAman,2022-06-23,2,2,1,Jakarta,negative_fear,synthetic
anon_neu_0006,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #PPKS #KampusAman,2022-09-29,3,1,10,Bandung,neutral_policy,synthetic
anon_neg_0002,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #MahasiswaAman #PPKS,2022-03-23,4,4,1,Bandung,negative_fear,synthetic
anon_neg_0004,"atmosfer kampus gw super toxic, korban yg lapor malah dianggap tukang bikin masalah #PPKS #KampusAman",2022-06-23,7,4,0,Jakarta,negative_blaming,synthetic
anon_neg_0070,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #PPKS #KampusAman,2022-05-31,5,12,2,Bogor,negative_sanction,synthetic
anon_neu_0014,riset menunjukkan 1 dari 3 mahasiswi pernah alami pelecehan seksual di kampus #PPKS #KampusAman,2022-12-11,17,0,2,Jakarta,neutral_policy,synthetic
anon_neg_0256,"sanksi PPKS tidak transparan sama sekali, tidak ada kejelasan hukuman untuk pelaku #Permendikbud #PPKS",2024-06-23,4,3,4,Bandung,negative_sanction,synthetic
anon_neg_0064,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #MahasiswaAman #PPKS",2022-11-28,7,6,6,Jakarta,negative_sanction,synthetic
anon_neu_0104,riset menunjukkan 1 dari 3 mahasiswi pernah alami pelecehan seksual di kampus #Permendikbud #PPKS,2021-12-15,9,10,3,Jakarta,neutral_policy,synthetic
anon_neg_0201,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #MahasiswaAman #PPKS,2023-08-16,8,0,1,Yogyakarta,negative_sanction,synthetic
anon_neg_0035,"lingkungan kampus normalize pelecehan seksual, dianggap bercandaan biasa aja #Permendikbud #PPKS",2023-12-19,1,3,2,Jakarta,negative_blaming,synthetic
anon_neg_0033,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #MahasiswaAman #PPKS,2024-01-01,18,1,6,Surabaya,negative_fear,synthetic
anon_neg_0031,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan #MahasiswaAman #PPKS,2023-10-23,142,4,1,Jakarta,negative_fear,synthetic
anon_neg_0231,takut lapor kkerasan seksual krn pasti di victim blaming sama pihak kampus #PPKS #KampusAman,2024-05-09,30,9,2,Bandung,negative_fear,synthetic
anon_neu_0073,perlu regulasi yang lebih spesifik soal mekanisme sanksi dalam kasus ppks,2024-04-13,8,2,9,Semarang,neutral_policy,synthetic
anon_neg_0192,tidak ada safe space sama sekali buat korban pelecehan seksual di kampus ini #PPKS #KampusAman,2023-05-05,25,4,2,Surabaya,negative_fear,synthetic
anon_neg_0053,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #StopKekerasanSeksual,2023-12-10,1,13,1,Bandung,negative_sanction,synthetic
anon_neg_0003,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #PPKS #KampusAman,2023-09-24,4,0,4,Bandung,negative_fear,synthetic
anon_neg_0204,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #PPKS #KampusAman,2024-06-19,3,2,2,Jakarta,negative_fear,synthetic
anon_neg_0234,tidak ada transparansi sama sekali soal proses penanganan kasus pelecehan seksual #MahasiswaAman #PPKS,2021-11-03,15,0,3,Jakarta,negative_sanction,synthetic
anon_pos_0059,kesadaran tentang consent dan PPKS semakin meningkat di kalangan mahasiswa baru #Permendikbud #PPKS,2022-02-10,4,0,1,Medan,positive_support,synthetic
anon_neg_0026,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #MahasiswaAman #PPKS",2022-03-31,1,0,5,Surabaya,negative_sanction,synthetic
anon_neg_0109,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa,2023-12-14,3,3,7,Medan,negative_fear,synthetic
anon_neg_0150,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #PPKS #KampusAman,2022-08-13,7,11,2,Bogor,negative_sanction,synthetic
anon_neg_0077,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi,2023-12-09,4,1,1,Surabaya,negative_fear,synthetic
anon_neg_0084,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf #MahasiswaAman #PPKS,2023-04-04,8,4,1,Bandung,negative_fear,synthetic
anon_neg_0006,kemendikbud harus audit semua satgas ppks kampus yg tidak berfungsi dengan baik #Permendikbud #PPKS,2023-09-12,5,2,2,Yogyakarta,negative_sanction,synthetic
anon_neg_0082,"bukti kgk diproses, pelapor malah dikucilkan teman2nya, ini beneran terjadi #PPKS #KampusAman",2023-11-10,35,2,3,Bandung,negative_fear,synthetic
anon_neu_0101,kemendikbud harus evaluasi implementasi ppks di seluruh perguruan tinggi indonesia #MahasiswaAman #PPKS,2024-03-01,1,2,4,Bandung,neutral_policy,synthetic
anon_pos_0049,"ppks seharusnya jadi standar minimum setiap kampus, dukungan penuh untuk regulasi #Permendikbud #PPKS",2022-01-15,14,4,3,Bandung,positive_support,synthetic
anon_neu_0004,riset menunjukkan 1 dari 3 mahasiswi pernah alami pelecehan seksual di kampus #Permendikbud #PPKS,2022-08-24,12,0,3,Surabaya,neutral_policy,synthetic
anon_neg_0118,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #PPKS #KampusAman",2024-01-06,31,4,1,Semarang,negative_sanction,synthetic
anon_neg_0043,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #PPKS #KampusAman",2023-02-11,6,0,2,Bandung,negative_sanction,synthetic
anon_neg_0239,"transparansi dalam proses hukum PPKS sangat buruk, korban tidak tahu perkembangan #StopKekerasanSeksual",2023-10-21,13,4,1,Malang,negative_sanction,synthetic
anon_neu_0026,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #MahasiswaAman #PPKS,2023-07-10,13,1,3,Yogyakarta,neutral_policy,synthetic
anon_neu_0032,satgas ppks perlu diperkuat dengan anggaran dan sdm yang memadai dari pusat,2023-08-21,34,0,3,Bogor,neutral_policy,synthetic
anon_neg_0005,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban",2023-01-07,1,1,3,Yogyakarta,negative_fear,synthetic
anon_neg_0191,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #PPKS #KampusAman",2022-06-29,2,0,1,Yogyakarta,negative_blaming,synthetic
anon_neg_0185,"kampus tutup mata soal pelecehan seksual dosen, reputasi lebih penting dari korban #PPKS #KampusAman",2023-12-01,1,2,0,Jakarta,negative_sanction,synthetic
anon_neg_0097,"bukti kgk diproses, pelapor malah dikucilkan teman2nya, ini beneran terjadi #PPKS #KampusAman",2022-07-05,2,26,3,Surabaya,negative_fear,synthetic
anon_neg_0266,trauma lapor kkerasan seksual ke kampus tapi malah dipermasalahkan balik #StopKekerasanSeksual,2023-11-17,35,3,11,Yogyakarta,negative_fear,synthetic
anon_neg_0077,dosen predator kampus ptn masih aktif mengajar padahal sdh banyak korban lapor #Permendikbud #PPKS,2024-03-23,11,1,2,Yogyakarta,negative_sanction,synthetic
anon_pos_0128,komunitas kampus aman sangat membantu korban yg tidak tau harus kemana melapor #PPKS #KampusAman,2022-08-18,4,4,2,Surabaya,positive_support,synthetic
anon_pos_0058,dukungan psikolog kampus sangat membantu korban dalam proses pemulihan,2023-07-13,3,3,0,Jakarta,positive_support,synthetic
anon_neg_0100,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #Permendikbud #PPKS,2022-08-12,10,14,2,Bandung,negative_sanction,synthetic
anon_neg_0091,"teman2 di kampus justru membela pelaku pelecehan seksual, korban dikucilkan #StopKekerasanSeksual",2022-10-13,19,8,5,Surabaya,negative_blaming,synthetic
anon_neg_0101,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali #Permendikbud #PPKS",2022-07-17,167,16,3,Medan,negative_sanction,synthetic
anon_neg_0210,sudah lapor ke satgas ppks tapi pelaku dosen masih ngajar biasa aja ga ada sanksi #Permendikbud #PPKS,2022-01-15,35,10,1,Bandung,negative_sanction,synthetic
anon_neg_0118,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama #MahasiswaAman #PPKS,2023-06-26,2,4,1,Jakarta,negative_fear,synthetic
anon_neu_0010,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #Permendikbud #PPKS,2024-03-14,10,10,3,Semarang,neutral_policy,synthetic
anon_neg_0250,gimana mau lapor kalau dosen yg lakokin adalah orang paling berkuasa di jurusan #MahasiswaAman #PPKS,2024-02-15,1,11,2,Denpasar,negative_fear,synthetic
anon_neg_0243,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar,2023-09-09,5,2,3,Bandung,negative_sanction,synthetic
anon_neg_0009,korban pelecehan seksual kampus dipaksa tanda tangan perjanjian bungkam wtf,2021-11-28,2,2,3,Surabaya,negative_fear,synthetic
anon_neg_0196,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan #PPKS #KampusAman,2024-04-19,3,0,1,Malang,negative_fear,synthetic
anon_neg_0063,"dosen senior bilang korban pelecehan seksual harusnya jaga diri sendiri, gila ga sih #StopKekerasanSeksual",2024-03-07,2,2,1,Yogyakarta,negative_blaming,synthetic
anon_neg_0081,takut lapor kkerasan seksual krn pasti di victim blaming sama pihak kampus #MahasiswaAman #PPKS,2023-02-08,3,12,1,Malang,negative_fear,synthetic
anon_pos_0043,dukungan psikolog kampus sangat membantu korban dalam proses pemulihan,2022-09-05,5,0,3,Makassar,positive_support,synthetic
anon_neg_0047,media sosial kampus penuh victim blaming saat ada kasus kekerasan seksual muncul #PPKS #KampusAman,2022-06-19,16,0,10,Surabaya,negative_blaming,synthetic
anon_pos_0057,satgas ppks yang kompeten sangat dibutuhkan dan beberapa kampus sudah menunjukkan #StopKekerasanSeksual,2023-02-08,3,0,0,Surabaya,positive_support,synthetic
anon_neg_0239,"rasa takut itu nyata, lapor justru bikin situasi korban makin susah #MahasiswaAman #PPKS",2024-01-29,18,12,2,Jakarta,negative_fear,synthetic
anon_neg_0010,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #Permendikbud #PPKS,2023-05-16,27,0,3,Denpasar,negative_sanction,synthetic
anon_neg_0211,mahasiswi takut melapor kkerasan seksual di kampus karena takut dikeluarkan #StopKekerasanSeksual,2022-05-28,7,0,3,Jakarta,negative_fear,synthetic
anon_neg_0177,"korban disalahkan atas pakaian dan perilakunya, bukan pelaku yg bertanggung jawab #StopKekerasanSeksual",2023-06-22,12,1,25,Bandung,negative_blaming,synthetic
anon_neg_0079,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar",2024-01-29,2,8,1,Yogyakarta,negative_sanction,synthetic
anon_neg_0169,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #Permendikbud #PPKS",2023-08-24,9,1,4,Makassar,negative_sanction,synthetic
anon_neg_0227,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi,2022-04-01,4,4,5,Yogyakarta,negative_fear,synthetic
anon_neu_0060,permendikbud ppks no 30 2021 perlu direvisi agar lebih berpihak ke korban #Permendikbud #PPKS,2023-01-24,72,1,1,Bandung,neutral_policy,synthetic
anon_neu_0056,data kemenangan hukum korban pelecehan seksual kampus masih sangat rendah #StopKekerasanSeksual,2023-11-02,7,3,1,Semarang,neutral_policy,synthetic
anon_pos_0056,gerakan solidaritas untuk korban kekerasan seksual kampus terus berkembang,2023-04-28,12,9,0,Jakarta,positive_support,synthetic
anon_neg_0221,"PPKS hanya jadi regulasi di atas kertas saja, eksekusinya tidak ada sama sekali",2022-11-25,13,0,1,Jakarta,negative_sanction,synthetic
anon_neg_0184,"sudah 6 bulan lapor, kasusnya masih diproses katanya, pelaku masih bebas ngajar #MahasiswaAman #PPKS",2022-09-20,3,3,1,Yogyakarta,negative_sanction,synthetic
anon_neg_0082,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi #MahasiswaAman #PPKS",2022-08-07,16,1,12,Surabaya,negative_sanction,synthetic
anon_neg_0188,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #MahasiswaAman #PPKS,2023-11-27,0,3,1,Jakarta,negative_sanction,synthetic
anon_neu_0045,diskusi panel tentang reformasi ppks di perguruan tinggi indonesia perlu dilanjutkan #PPKS #KampusAman,2023-07-23,26,9,3,Bandung,neutral_policy,synthetic
anon_neg_0148,"dosen yg dilaporkan malah dipindah jurusan bukan dipecat, itu bukan sanksi #StopKekerasanSeksual",2024-03-22,4,1,1,Yogyakarta,negative_sanction,synthetic
anon_neg_0007,"bukti kgk diproses, pelapor malah dikucilkan teman2nya, ini beneran terjadi #PPKS #KampusAman",2022-06-12,11,1,4,Jakarta,negative_fear,synthetic
anon_neg_0155,"satgas ppks kampus gw cuma formalitas, ga ada yg beneran bantu korban #Permendikbud #PPKS",2024-05-13,4,1,4,Semarang,negative_fear,synthetic
anon_neg_0001,"teman2 di kampus justru membela pelaku pelecehan seksual, korban dikucilkan #Permendikbud #PPKS",2023-11-23,6,4,1,Surabaya,negative_blaming,synthetic
anon_neg_0160,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #StopKekerasanSeksual,2024-04-20,2,3,0,Surabaya,negative_sanction,synthetic
anon_neg_0202,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi #Permendikbud #PPKS",2022-02-14,3,2,2,Bandung,negative_sanction,synthetic
anon_neg_0142,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi",2023-08-29,5,0,4,Yogyakarta,negative_sanction,synthetic
anon_pos_0038,komunitas kampus aman sangat membantu korban yg tidak tau harus kemana melapor #StopKekerasanSeksual,2023-04-10,33,1,3,Semarang,positive_support,synthetic
anon_neu_0059,anggaran satgas ppks di banyak kampus masih sangat minim perlu ditingkatkan #MahasiswaAman #PPKS,2023-10-26,21,2,0,Bandung,neutral_policy,synthetic
anon_neg_0054,tidak ada transparansi sama sekali soal proses penanganan kasus pelecehan seksual #MahasiswaAman #PPKS,2024-03-10,27,4,0,Bogor,negative_sanction,synthetic
anon_neg_0036,"kalo korban cerita di medsos langsung dikeroyok netizen kampus, gaslight abis #PPKS #KampusAman",2022-05-28,12,2,1,Yogyakarta,negative_blaming,synthetic
anon_neu_0044,riset menunjukkan 1 dari 3 mahasiswi pernah alami pelecehan seksual di kampus #StopKekerasanSeksual,2022-01-18,23,2,2,Medan,neutral_policy,synthetic
anon_neg_0027,"korban disalahkan atas pakaian dan perilakunya, bukan pelaku yg bertanggung jawab #Permendikbud #PPKS",2024-04-04,29,0,4,Bandung,negative_blaming,synthetic
anon_neg_0054,"victim blaming paling parah itu justru dari sesama mahasiswi, internalized misogyny #MahasiswaAman #PPKS",2023-02-11,0,3,1,Jakarta,negative_blaming,synthetic
anon_neg_0250,pelaku pelecehan seksual di kampus lolos terus karena tidak ada mekanisme sanksi #PPKS #KampusAman,2022-04-19,64,9,2,Jakarta,negative_sanction,synthetic
anon_neg_0041,"pelaku mendapat simpati sementara korban dikucilkan, ini realita kampus kita #PPKS #KampusAman",2023-08-08,4,2,1,Jakarta,negative_blaming,synthetic
anon_neg_0167,media sosial kampus penuh victim blaming saat ada kasus kekerasan seksual muncul #PPKS #KampusAman,2023-02-23,27,7,2,Surabaya,negative_blaming,synthetic
anon_neg_0168,permendikbud ppks bagus di atas kertas tapi implementasinya nol besar #MahasiswaAman #PPKS,2023-10-09,3,2,2,Bandung,negative_sanction,synthetic
anon_neg_0173,rektorat kampus lebih takut heboh di medsos drpd ngasih sanksi tegas ke pelaku #Permendikbud #PPKS,2023-10-10,4,0,1,Surabaya,negative_sanction,synthetic
anon_neg_0228,sistem perlindungan korban di kampus cuma lip service doang gak ada actionnya #Permendikbud #PPKS,2022-03-11,5,1,0,Malang,negative_fear,synthetic
anon_neg_0072,"sudah laporkan ke satgas tapi tidak ada kabar sampai sekarang, kemana hasilnya",2024-06-26,3,2,1,Yogyakarta,negative_sanction,synthetic
anon_neg_0188,senior cowok di jurusan gw justify pelecehan seksual dengan bercanda doang kok #MahasiswaAman #PPKS,2021-12-17,1,0,1,Bandung,negative_blaming,synthetic
anon_neg_0212,siapa yg berani lapor pelecehan seksual kalo pelakunya dosen pembimbing skripsi #StopKekerasanSeksual,2023-04-02,9,1,6,Jakarta,negative_fear,synthetic
anon_neg_0079,korban bungkam krn kampus lebih lindungi nama baik institusi drpd mahasiswa #StopKekerasanSeksual,2022-02-23,15,4,1,Semarang,negative_fear,synthetic
anon_neg_0148,korban pelecehan seksual kampus sering kali dipaksa diam demi kebaikan bersama,2022-02-09,0,0,0,Malang,negative_fear,synthetic
anon_neg_0022,"regulasi ppks tidak punya gigi hukum yang kuat, pelaku gampang lolos dari sanksi",2022-10-10,2,0,1,Jakarta,negative_sanction,synthetic
anon_neg_0088,normalisasi pelecehan seksual di lingkungan kampus adalah masalah budaya serius #MahasiswaAman #PPKS,2022-12-25,9,2,1,Jakarta,negative_blaming,synthetic
anon_pos_0037,"semangat buat semua korban yg berani speak up, kalian tidak sendirian #Permendikbud #PPKS",2024-01-06,80,3,0,Medan,positive_support,synthetic
anon_neg_0226,"sanksi PPKS tidak transparan sama sekali, tidak ada kejelasan hukuman untuk pelaku",2022-01-01,176,0,2,Yogyakarta,negative_sanction,synthetic
